   1.7283951e-01   8.5714286e-01
   3.8271605e-01   5.2040816e-01
   6.1728395e-02   3.4693878e-01
   1.6872428e-01   6.2244898e-01
   2.8806584e-02   3.5714286e-01
   2.5514403e-01   2.6530612e-01
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.3209877e-01   6.1224490e-01
   9.0534979e-02   1.0204082e-01
   4.4444444e-01   5.7142857e-01
   8.6831276e-01   6.3265306e-01
   8.6831276e-01   6.4285714e-01
   2.6748971e-01   4.7959184e-01
   2.9218107e-01   2.3469388e-01
   9.7530864e-01   9.0816327e-01
   8.6419753e-01   7.6530612e-01
   9.9588477e-01   9.6938776e-01
   6.8724280e-01   7.3469388e-01
   9.4650206e-02   1.3265306e-01
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   2.8806584e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.7695473e-01   4.6938776e-01
   1.6460905e-02   1.0204082e-02
   1.6460905e-02   1.0204082e-02
   2.0576132e-02   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   1.6460905e-02   1.0204082e-02
   1.6460905e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.9382716e-02   4.2857143e-01
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   1.2345679e-02   1.0204082e-02
   2.0576132e-02   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   1.6460905e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   3.0612245e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   2.0576132e-02   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   2.0576132e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   3.9917695e-01   5.7142857e-01
   4.1152263e-03   2.0408163e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   3.0612245e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   8.1632653e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   5.1020408e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   2.0576132e-01   4.2857143e-01
   1.2345679e-02   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   1.2345679e-02   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-02   3.6734694e-01
   4.1152263e-03   2.0408163e-02
   1.2345679e-02   1.0204082e-01
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   2.0408163e-02
   4.1152263e-03   4.0816327e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   3.0612245e-02
   8.2304527e-03   1.0204082e-02
   8.2304527e-03   1.0204082e-02
   4.1152263e-03   2.0408163e-02
